"SampleID","Individual_ID","UniProt","GeneID","Assay","NPX","Panel","Index"
"CV16_64","CV16","Q9P0M4","IL17C","IL-17C",6.36707,"In",64
"CV21_1","CV21","P13500","CCL2","MCP-1",13.79815,"In",1
"C161_2","C161","P13500","CCL2","MCP-1",13.30452,"In",2
"C173_3","C173","P13500","CCL2","MCP-1",12.2124,"In",3
"CV11_4","CV11","P13500","CCL2","MCP-1",14.76475,"In",4
"CV59_5","CV59","P13500","CCL2","MCP-1",12.53989,"In",5
"C193_6","C193","P13500","CCL2","MCP-1",12.63737,"In",6
"C33_7","C33","P13500","CCL2","MCP-1",12.24441,"In",7
"CV39_8","CV39","P13500","CCL2","MCP-1",13.74165,"In",8
"CV6_9","CV6","P13500","CCL2","MCP-1",14.63672,"In",9
"CV38_10","CV38","P13500","CCL2","MCP-1",15.16742,"In",10
"CV4_11","CV4","P13500","CCL2","MCP-1",15.05045,"In",11
"C195_12","C195","P13500","CCL2","MCP-1",12.47358,"In",12
"CV1_13","CV1","P13500","CCL2","MCP-1",13.50473,"In",13
"C237_14","C237","P13500","CCL2","MCP-1",13.75053,"In",14
"CV2_15","CV2","P13500","CCL2","MCP-1",14.17645,"In",15
"C189_16","C189","P13500","CCL2","MCP-1",12.17817,"In",16
"CV42_17","CV42","P13500","CCL2","MCP-1",14.61855,"In",17
"CV79_18","CV79","P13500","CCL2","MCP-1",13.36675,"In",18
"CV3_19","CV3","P13500","CCL2","MCP-1",14.44687,"In",19
"CV36_20","CV36","P13500","CCL2","MCP-1",14.11931,"In",20
"CV55_21","CV55","P13500","CCL2","MCP-1",14.54242,"In",21
"C246_22","C246","P13500","CCL2","MCP-1",13.46059,"In",22
"CV30_23","CV30","P13500","CCL2","MCP-1",12.4691,"In",23
"CV19_24","CV19","P13500","CCL2","MCP-1",14.73344,"In",24
"CV13_25","CV13","P13500","CCL2","MCP-1",14.2536,"In",25
"C137_26","C137","P13500","CCL2","MCP-1",12.63806,"In",26
"CV47_27","CV47","P13500","CCL2","MCP-1",15.10283,"In",27
"CV29_28","CV29","P13500","CCL2","MCP-1",13.47872,"In",28
"CV14_29","CV14","P13500","CCL2","MCP-1",14.76133,"In",29
"CV56_30","CV56","P13500","CCL2","MCP-1",14.12325,"In",30
"CV82_31","CV82","P13500","CCL2","MCP-1",14.41255,"In",31
"CV23_32","CV23","P13500","CCL2","MCP-1",12.49945,"In",32
"CV37_33","CV37","P13500","CCL2","MCP-1",13.33647,"In",33
"CV34_34","CV34","P13500","CCL2","MCP-1",13.64263,"In",34
"CV58_35","CV58","P13500","CCL2","MCP-1",13.21205,"In",35
"CV22_36","CV22","P13500","CCL2","MCP-1",13.77015,"In",36
"CV65_37","CV65","P13500","CCL2","MCP-1",12.66541,"In",37
"CV79_38","CV79","P13500","CCL2","MCP-1",13.12587,"In",38
"CV1_39","CV1","P13500","CCL2","MCP-1",12.5297,"In",39
"CV51_40","CV51","P13500","CCL2","MCP-1",13.99779,"In",40
"CV42_41","CV42","P13500","CCL2","MCP-1",14.40798,"In",41
"CV19_42","CV19","P13500","CCL2","MCP-1",14.52146,"In",42
"CV70_43","CV70","P13500","CCL2","MCP-1",14.88858,"In",43
"C78_44","C78","P13500","CCL2","MCP-1",14.61036,"In",44
"CV10_45","CV10","P13500","CCL2","MCP-1",13.69914,"In",45
"CV8_46","CV8","P13500","CCL2","MCP-1",12.60703,"In",46
"CV60_47","CV60","P13500","CCL2","MCP-1",12.96668,"In",47
"CV35_48","CV35","P13500","CCL2","MCP-1",13.84001,"In",48
"CV48_49","CV48","P13500","CCL2","MCP-1",14.82891,"In",49
"CV76_50","CV76","P13500","CCL2","MCP-1",14.51983,"In",50
"CV12_51","CV12","P13500","CCL2","MCP-1",14.87256,"In",51
"C58_52","C58","P13500","CCL2","MCP-1",12.09895,"In",52
"CV53_53","CV53","P13500","CCL2","MCP-1",14.92948,"In",53
"CV50_54","CV50","P13500","CCL2","MCP-1",14.75865,"In",54
"CV32_56","CV32","P13500","CCL2","MCP-1",14.85032,"In",56
"C197_57","C197","P13500","CCL2","MCP-1",12.33642,"In",57
"CV18_58","CV18","P13500","CCL2","MCP-1",13.42488,"In",58
"CV29_59","CV29","P13500","CCL2","MCP-1",14.95873,"In",59
"CV34_60","CV34","P13500","CCL2","MCP-1",13.69441,"In",60
"CV41_61","CV41","P13500","CCL2","MCP-1",13.49827,"In",61
"CV9_62","CV9","P13500","CCL2","MCP-1",15.07756,"In",62
"CV74_63","CV74","P13500","CCL2","MCP-1",13.97385,"In",63
"CV16_64","CV16","P13500","CCL2","MCP-1",14.4203,"In",64
"CV21_1","CV21","Q16552","IL17A","IL-17A",2.16192,"In",1
"C161_2","C161","Q16552","IL17A","IL-17A",3.55386,"In",2
"C173_3","C173","Q16552","IL17A","IL-17A",3.13454,"In",3
"CV11_4","CV11","Q16552","IL17A","IL-17A",2.55934,"In",4
"CV59_5","CV59","Q16552","IL17A","IL-17A",1.45587,"In",5
"C193_6","C193","Q16552","IL17A","IL-17A",1.58898,"In",6
"C33_7","C33","Q16552","IL17A","IL-17A",1.54661,"In",7
"CV39_8","CV39","Q16552","IL17A","IL-17A",1.71158,"In",8
"CV6_9","CV6","Q16552","IL17A","IL-17A",0.7446,"In",9
"CV38_10","CV38","Q16552","IL17A","IL-17A",1.77257,"In",10
"CV4_11","CV4","Q16552","IL17A","IL-17A",1.76509,"In",11
"C195_12","C195","Q16552","IL17A","IL-17A",2.11882,"In",12
"CV1_13","CV1","Q16552","IL17A","IL-17A",2.00688,"In",13
"C237_14","C237","Q16552","IL17A","IL-17A",4.07567,"In",14
"CV2_15","CV2","Q16552","IL17A","IL-17A",2.70191,"In",15
"C189_16","C189","Q16552","IL17A","IL-17A",2.27881,"In",16
"CV42_17","CV42","Q16552","IL17A","IL-17A",1.90063,"In",17
"CV79_18","CV79","Q16552","IL17A","IL-17A",2.52824,"In",18
"CV3_19","CV3","Q16552","IL17A","IL-17A",3.12083,"In",19
"CV36_20","CV36","Q16552","IL17A","IL-17A",3.49507,"In",20
"CV55_21","CV55","Q16552","IL17A","IL-17A",1.81312,"In",21
"C246_22","C246","Q16552","IL17A","IL-17A",1.31458,"In",22
"CV30_23","CV30","Q16552","IL17A","IL-17A",3.7969,"In",23
"CV19_24","CV19","Q16552","IL17A","IL-17A",3.15854,"In",24
"CV13_25","CV13","Q16552","IL17A","IL-17A",2.38105,"In",25
"C137_26","C137","Q16552","IL17A","IL-17A",2.87365,"In",26
"CV47_27","CV47","Q16552","IL17A","IL-17A",3.75484,"In",27
"CV29_28","CV29","Q16552","IL17A","IL-17A",3.08647,"In",28
"CV14_29","CV14","Q16552","IL17A","IL-17A",1.63269,"In",29
"CV56_30","CV56","Q16552","IL17A","IL-17A",2.52317,"In",30
"CV82_31","CV82","Q16552","IL17A","IL-17A",1.59673,"In",31
"CV23_32","CV23","Q16552","IL17A","IL-17A",4.29156,"In",32
"CV37_33","CV37","Q16552","IL17A","IL-17A",4.15257,"In",33
"CV34_34","CV34","Q16552","IL17A","IL-17A",1.56073,"In",34
"CV58_35","CV58","Q16552","IL17A","IL-17A",2.247,"In",35
"CV22_36","CV22","Q16552","IL17A","IL-17A",3.30091,"In",36
"CV65_37","CV65","Q16552","IL17A","IL-17A",2.5119,"In",37
"CV79_38","CV79","Q16552","IL17A","IL-17A",2.08882,"In",38
"CV1_39","CV1","Q16552","IL17A","IL-17A",1.50954,"In",39
"CV51_40","CV51","Q16552","IL17A","IL-17A",1.87395,"In",40
"CV42_41","CV42","Q16552","IL17A","IL-17A",3.52005,"In",41
"CV19_42","CV19","Q16552","IL17A","IL-17A",3.18654,"In",42
"CV70_43","CV70","Q16552","IL17A","IL-17A",3.29533,"In",43
"C78_44","C78","Q16552","IL17A","IL-17A",3.90622,"In",44
"CV10_45","CV10","Q16552","IL17A","IL-17A",2.86618,"In",45
"CV8_46","CV8","Q16552","IL17A","IL-17A",3.82919,"In",46
"CV60_47","CV60","Q16552","IL17A","IL-17A",3.46047,"In",47
"CV35_48","CV35","Q16552","IL17A","IL-17A",4.27144,"In",48
"CV48_49","CV48","Q16552","IL17A","IL-17A",2.30452,"In",49
"CV76_50","CV76","Q16552","IL17A","IL-17A",2.59309,"In",50
"CV12_51","CV12","Q16552","IL17A","IL-17A",2.26399,"In",51
"C58_52","C58","Q16552","IL17A","IL-17A",1.69617,"In",52
"CV53_53","CV53","Q16552","IL17A","IL-17A",3.74508,"In",53
"CV50_54","CV50","Q16552","IL17A","IL-17A",1.79202,"In",54
"CV32_56","CV32","Q16552","IL17A","IL-17A",3.43271,"In",56
"C197_57","C197","Q16552","IL17A","IL-17A",3.3416,"In",57
"CV18_58","CV18","Q16552","IL17A","IL-17A",2.88994,"In",58
"CV29_59","CV29","Q16552","IL17A","IL-17A",3.5785,"In",59
"CV34_60","CV34","Q16552","IL17A","IL-17A",1.80425,"In",60
"CV41_61","CV41","Q16552","IL17A","IL-17A",2.55097,"In",61
"CV9_62","CV9","Q16552","IL17A","IL-17A",3.43464,"In",62
"CV74_63","CV74","Q16552","IL17A","IL-17A",3.07031,"In",63
"CV16_64","CV16","Q16552","IL17A","IL-17A",4.262,"In",64
"CV21_1","CV21","O14625","CXCL11","CXCL11",11.11829,"In",1
"C161_2","C161","O14625","CXCL11","CXCL11",10.21324,"In",2
"C173_3","C173","O14625","CXCL11","CXCL11",6.65839,"In",3
"CV11_4","CV11","O14625","CXCL11","CXCL11",12.78809,"In",4
"CV59_5","CV59","O14625","CXCL11","CXCL11",11.29496,"In",5
"C193_6","C193","O14625","CXCL11","CXCL11",8.46561,"In",6
"C33_7","C33","O14625","CXCL11","CXCL11",8.47407,"In",7
"CV39_8","CV39","O14625","CXCL11","CXCL11",13.31249,"In",8
"CV6_9","CV6","O14625","CXCL11","CXCL11",11.08984,"In",9
"CV38_10","CV38","O14625","CXCL11","CXCL11",12.50869,"In",10
"CV4_11","CV4","O14625","CXCL11","CXCL11",12.22433,"In",11
"C195_12","C195","O14625","CXCL11","CXCL11",9.68516,"In",12
"CV1_13","CV1","O14625","CXCL11","CXCL11",11.15711,"In",13
"C237_14","C237","O14625","CXCL11","CXCL11",8.61558,"In",14
"CV2_15","CV2","O14625","CXCL11","CXCL11",11.17956,"In",15
"C189_16","C189","O14625","CXCL11","CXCL11",9.77861,"In",16
"CV42_17","CV42","O14625","CXCL11","CXCL11",10.76029,"In",17
"CV79_18","CV79","O14625","CXCL11","CXCL11",11.84125,"In",18
"CV3_19","CV3","O14625","CXCL11","CXCL11",10.88172,"In",19
"CV36_20","CV36","O14625","CXCL11","CXCL11",11.62718,"In",20
"CV55_21","CV55","O14625","CXCL11","CXCL11",11.75598,"In",21
"C246_22","C246","O14625","CXCL11","CXCL11",8.74852,"In",22
"CV30_23","CV30","O14625","CXCL11","CXCL11",10.4219,"In",23
"CV19_24","CV19","O14625","CXCL11","CXCL11",12.16537,"In",24
"CV13_25","CV13","O14625","CXCL11","CXCL11",12.11601,"In",25
"C137_26","C137","O14625","CXCL11","CXCL11",9.9622,"In",26
"CV47_27","CV47","O14625","CXCL11","CXCL11",12.45916,"In",27
"CV29_28","CV29","O14625","CXCL11","CXCL11",12.20627,"In",28
"CV14_29","CV14","O14625","CXCL11","CXCL11",10.62349,"In",29
"CV56_30","CV56","O14625","CXCL11","CXCL11",11.33931,"In",30
"CV82_31","CV82","O14625","CXCL11","CXCL11",12.48672,"In",31
"CV23_32","CV23","O14625","CXCL11","CXCL11",10.2047,"In",32
"CV37_33","CV37","O14625","CXCL11","CXCL11",12.90224,"In",33
"CV34_34","CV34","O14625","CXCL11","CXCL11",9.83737,"In",34
"CV58_35","CV58","O14625","CXCL11","CXCL11",10.99037,"In",35
"CV22_36","CV22","O14625","CXCL11","CXCL11",10.12662,"In",36
"CV65_37","CV65","O14625","CXCL11","CXCL11",11.42318,"In",37
"CV79_38","CV79","O14625","CXCL11","CXCL11",11.63121,"In",38
"CV1_39","CV1","O14625","CXCL11","CXCL11",11.50728,"In",39
"CV51_40","CV51","O14625","CXCL11","CXCL11",10.54176,"In",40
"CV42_41","CV42","O14625","CXCL11","CXCL11",11.66342,"In",41
"CV19_42","CV19","O14625","CXCL11","CXCL11",11.64561,"In",42
"CV70_43","CV70","O14625","CXCL11","CXCL11",12.14545,"In",43
"C78_44","C78","O14625","CXCL11","CXCL11",12.53016,"In",44
"CV10_45","CV10","O14625","CXCL11","CXCL11",9.25484,"In",45
"CV8_46","CV8","O14625","CXCL11","CXCL11",9.75748,"In",46
"CV60_47","CV60","O14625","CXCL11","CXCL11",11.86174,"In",47
"CV35_48","CV35","O14625","CXCL11","CXCL11",11.7045,"In",48
"CV48_49","CV48","O14625","CXCL11","CXCL11",10.45815,"In",49
"CV76_50","CV76","O14625","CXCL11","CXCL11",11.93079,"In",50
"CV12_51","CV12","O14625","CXCL11","CXCL11",12.61471,"In",51
"C58_52","C58","O14625","CXCL11","CXCL11",10.75845,"In",52
"CV53_53","CV53","O14625","CXCL11","CXCL11",12.47423,"In",53
"CV50_54","CV50","O14625","CXCL11","CXCL11",10.63691,"In",54
"CV32_56","CV32","O14625","CXCL11","CXCL11",10.32518,"In",56
"C197_57","C197","O14625","CXCL11","CXCL11",10.70416,"In",57
"CV18_58","CV18","O14625","CXCL11","CXCL11",11.36346,"In",58
"CV29_59","CV29","O14625","CXCL11","CXCL11",13.08735,"In",59
"CV34_60","CV34","O14625","CXCL11","CXCL11",9.5443,"In",60
"CV41_61","CV41","O14625","CXCL11","CXCL11",9.91682,"In",61
"CV9_62","CV9","O14625","CXCL11","CXCL11",12.06887,"In",62
"CV74_63","CV74","O14625","CXCL11","CXCL11",9.78653,"In",63
"CV16_64","CV16","O14625","CXCL11","CXCL11",12.86906,"In",64
"CV21_1","CV21","O15169","AXIN1","AXIN1",5.07679,"In",1
"C161_2","C161","O15169","AXIN1","AXIN1",3.19458,"In",2
"C173_3","C173","O15169","AXIN1","AXIN1",4.40281,"In",3
"CV11_4","CV11","O15169","AXIN1","AXIN1",5.40994,"In",4
"CV59_5","CV59","O15169","AXIN1","AXIN1",5.64582,"In",5
"C193_6","C193","O15169","AXIN1","AXIN1",4.46139,"In",6
"C33_7","C33","O15169","AXIN1","AXIN1",3.24325,"In",7
"CV39_8","CV39","O15169","AXIN1","AXIN1",5.72131,"In",8
"CV6_9","CV6","O15169","AXIN1","AXIN1",3.95812,"In",9
"CV38_10","CV38","O15169","AXIN1","AXIN1",5.90488,"In",10
"CV4_11","CV4","O15169","AXIN1","AXIN1",3.96375,"In",11
"C195_12","C195","O15169","AXIN1","AXIN1",3.97949,"In",12
"CV1_13","CV1","O15169","AXIN1","AXIN1",4.1683,"In",13
"C237_14","C237","O15169","AXIN1","AXIN1",4.53993,"In",14
"CV2_15","CV2","O15169","AXIN1","AXIN1",4.57996,"In",15
"C189_16","C189","O15169","AXIN1","AXIN1",4.16236,"In",16
"CV42_17","CV42","O15169","AXIN1","AXIN1",5.2182,"In",17
"CV79_18","CV79","O15169","AXIN1","AXIN1",4.63178,"In",18
"CV3_19","CV3","O15169","AXIN1","AXIN1",3.70318,"In",19
"CV36_20","CV36","O15169","AXIN1","AXIN1",5.03891,"In",20
"CV55_21","CV55","O15169","AXIN1","AXIN1",5.31967,"In",21
"C246_22","C246","O15169","AXIN1","AXIN1",3.75611,"In",22
"CV30_23","CV30","O15169","AXIN1","AXIN1",4.95021,"In",23
"CV19_24","CV19","O15169","AXIN1","AXIN1",4.14746,"In",24
"CV13_25","CV13","O15169","AXIN1","AXIN1",4.92223,"In",25
"C137_26","C137","O15169","AXIN1","AXIN1",3.04548,"In",26
"CV47_27","CV47","O15169","AXIN1","AXIN1",4.84143,"In",27
"CV29_28","CV29","O15169","AXIN1","AXIN1",5.71745,"In",28
"CV14_29","CV14","O15169","AXIN1","AXIN1",4.26658,"In",29
"CV56_30","CV56","O15169","AXIN1","AXIN1",5.52959,"In",30
"CV82_31","CV82","O15169","AXIN1","AXIN1",4.66331,"In",31
"CV23_32","CV23","O15169","AXIN1","AXIN1",4.70348,"In",32
"CV37_33","CV37","O15169","AXIN1","AXIN1",5.37486,"In",33
"CV34_34","CV34","O15169","AXIN1","AXIN1",4.53231,"In",34
"CV58_35","CV58","O15169","AXIN1","AXIN1",5.34143,"In",35
"CV22_36","CV22","O15169","AXIN1","AXIN1",4.13572,"In",36
"CV65_37","CV65","O15169","AXIN1","AXIN1",4.65927,"In",37
"CV79_38","CV79","O15169","AXIN1","AXIN1",4.3709,"In",38
"CV1_39","CV1","O15169","AXIN1","AXIN1",5.01911,"In",39
"CV51_40","CV51","O15169","AXIN1","AXIN1",4.33466,"In",40
"CV42_41","CV42","O15169","AXIN1","AXIN1",4.76966,"In",41
"CV19_42","CV19","O15169","AXIN1","AXIN1",4.27476,"In",42
"CV70_43","CV70","O15169","AXIN1","AXIN1",4.7536,"In",43
"C78_44","C78","O15169","AXIN1","AXIN1",5.29348,"In",44
"CV10_45","CV10","O15169","AXIN1","AXIN1",3.37764,"In",45
"CV8_46","CV8","O15169","AXIN1","AXIN1",4.59399,"In",46
"CV60_47","CV60","O15169","AXIN1","AXIN1",4.87182,"In",47
"CV35_48","CV35","O15169","AXIN1","AXIN1",4.28628,"In",48
"CV48_49","CV48","O15169","AXIN1","AXIN1",5.35944,"In",49
"CV76_50","CV76","O15169","AXIN1","AXIN1",5.23405,"In",50
"CV12_51","CV12","O15169","AXIN1","AXIN1",3.99431,"In",51
"C58_52","C58","O15169","AXIN1","AXIN1",2.44228,"In",52
"CV53_53","CV53","O15169","AXIN1","AXIN1",4.76857,"In",53
"CV50_54","CV50","O15169","AXIN1","AXIN1",5.50358,"In",54
"CV32_56","CV32","O15169","AXIN1","AXIN1",4.35044,"In",56
"C197_57","C197","O15169","AXIN1","AXIN1",3.69294,"In",57
"CV18_58","CV18","O15169","AXIN1","AXIN1",5.91521,"In",58
"CV29_59","CV29","O15169","AXIN1","AXIN1",4.95854,"In",59
"CV34_60","CV34","O15169","AXIN1","AXIN1",4.10327,"In",60
"CV41_61","CV41","O15169","AXIN1","AXIN1",3.82559,"In",61
"CV9_62","CV9","O15169","AXIN1","AXIN1",4.59518,"In",62
"CV74_63","CV74","O15169","AXIN1","AXIN1",3.29881,"In",63
"CV16_64","CV16","O15169","AXIN1","AXIN1",3.73469,"In",64
"CV21_1","CV21","P50591","TNFSF10","TRAIL",8.33527,"In",1
"C161_2","C161","P50591","TNFSF10","TRAIL",8.39093,"In",2
"C173_3","C173","P50591","TNFSF10","TRAIL",8.67174,"In",3
"CV11_4","CV11","P50591","TNFSF10","TRAIL",7.83932,"In",4
"CV59_5","CV59","P50591","TNFSF10","TRAIL",7.78919,"In",5
"C193_6","C193","P50591","TNFSF10","TRAIL",8.18497,"In",6
"C33_7","C33","P50591","TNFSF10","TRAIL",7.82338,"In",7
"CV39_8","CV39","P50591","TNFSF10","TRAIL",8.52178,"In",8
"CV6_9","CV6","P50591","TNFSF10","TRAIL",7.9177,"In",9
"CV38_10","CV38","P50591","TNFSF10","TRAIL",8.88802,"In",10
"CV4_11","CV4","P50591","TNFSF10","TRAIL",8.75006,"In",11
"C195_12","C195","P50591","TNFSF10","TRAIL",7.96288,"In",12
"CV1_13","CV1","P50591","TNFSF10","TRAIL",8.34225,"In",13
"C237_14","C237","P50591","TNFSF10","TRAIL",8.07946,"In",14
"CV2_15","CV2","P50591","TNFSF10","TRAIL",7.44037,"In",15
"C189_16","C189","P50591","TNFSF10","TRAIL",8.65684,"In",16
"CV42_17","CV42","P50591","TNFSF10","TRAIL",7.42984,"In",17
"CV79_18","CV79","P50591","TNFSF10","TRAIL",7.58577,"In",18
"CV3_19","CV3","P50591","TNFSF10","TRAIL",9.20499,"In",19
"CV36_20","CV36","P50591","TNFSF10","TRAIL",8.80463,"In",20
"CV55_21","CV55","P50591","TNFSF10","TRAIL",8.34029,"In",21
"C246_22","C246","P50591","TNFSF10","TRAIL",7.90606,"In",22
"CV30_23","CV30","P50591","TNFSF10","TRAIL",8.2551,"In",23
"CV19_24","CV19","P50591","TNFSF10","TRAIL",7.63745,"In",24
"CV13_25","CV13","P50591","TNFSF10","TRAIL",8.27275,"In",25
"C137_26","C137","P50591","TNFSF10","TRAIL",8.54964,"In",26
"CV47_27","CV47","P50591","TNFSF10","TRAIL",8.14281,"In",27
"CV29_28","CV29","P50591","TNFSF10","TRAIL",8.35968,"In",28
"CV14_29","CV14","P50591","TNFSF10","TRAIL",7.1528,"In",29
"CV56_30","CV56","P50591","TNFSF10","TRAIL",7.78427,"In",30
"CV82_31","CV82","P50591","TNFSF10","TRAIL",9.42443,"In",31
"CV23_32","CV23","P50591","TNFSF10","TRAIL",8.39046,"In",32
"CV37_33","CV37","P50591","TNFSF10","TRAIL",8.67352,"In",33
"CV34_34","CV34","P50591","TNFSF10","TRAIL",8.2922,"In",34
"CV58_35","CV58","P50591","TNFSF10","TRAIL",8.47404,"In",35
"CV22_36","CV22","P50591","TNFSF10","TRAIL",8.16185,"In",36
"CV65_37","CV65","P50591","TNFSF10","TRAIL",8.03589,"In",37
"CV79_38","CV79","P50591","TNFSF10","TRAIL",7.41252,"In",38
"CV1_39","CV1","P50591","TNFSF10","TRAIL",8.68828,"In",39
"CV51_40","CV51","P50591","TNFSF10","TRAIL",7.37484,"In",40
"CV42_41","CV42","P50591","TNFSF10","TRAIL",7.53734,"In",41
"CV19_42","CV19","P50591","TNFSF10","TRAIL",7.641,"In",42
"CV70_43","CV70","P50591","TNFSF10","TRAIL",8.46926,"In",43
"C78_44","C78","P50591","TNFSF10","TRAIL",8.35232,"In",44
"CV10_45","CV10","P50591","TNFSF10","TRAIL",8.09836,"In",45
"CV8_46","CV8","P50591","TNFSF10","TRAIL",7.63471,"In",46
"CV60_47","CV60","P50591","TNFSF10","TRAIL",7.98712,"In",47
"CV35_48","CV35","P50591","TNFSF10","TRAIL",8.80372,"In",48
"CV48_49","CV48","P50591","TNFSF10","TRAIL",7.45462,"In",49
"CV76_50","CV76","P50591","TNFSF10","TRAIL",8.06764,"In",50
"CV12_51","CV12","P50591","TNFSF10","TRAIL",8.2947,"In",51
"C58_52","C58","P50591","TNFSF10","TRAIL",8.2739,"In",52
"CV53_53","CV53","P50591","TNFSF10","TRAIL",9.22042,"In",53
"CV50_54","CV50","P50591","TNFSF10","TRAIL",8.46446,"In",54
"CV32_56","CV32","P50591","TNFSF10","TRAIL",8.21804,"In",56
"C197_57","C197","P50591","TNFSF10","TRAIL",8.77862,"In",57
"CV18_58","CV18","P50591","TNFSF10","TRAIL",9.13316,"In",58
"CV29_59","CV29","P50591","TNFSF10","TRAIL",8.66652,"In",59
"CV34_60","CV34","P50591","TNFSF10","TRAIL",8.05364,"In",60
"CV41_61","CV41","P50591","TNFSF10","TRAIL",7.92376,"In",61
"CV9_62","CV9","P50591","TNFSF10","TRAIL",8.04359,"In",62
"CV74_63","CV74","P50591","TNFSF10","TRAIL",7.83527,"In",63
"CV16_64","CV16","P50591","TNFSF10","TRAIL",8.80758,"In",64
"CV21_1","CV21","Q9UHF4","IL20RA","IL-20RA",1.59343,"In",1
"C161_2","C161","Q9UHF4","IL20RA","IL-20RA",2.63479,"In",2
"C173_3","C173","Q9UHF4","IL20RA","IL-20RA",1.55335,"In",3
"CV11_4","CV11","Q9UHF4","IL20RA","IL-20RA",1.41586,"In",4
"CV59_5","CV59","Q9UHF4","IL20RA","IL-20RA",1.52137,"In",5
"C193_6","C193","Q9UHF4","IL20RA","IL-20RA",1.5647,"In",6
"C33_7","C33","Q9UHF4","IL20RA","IL-20RA",1.02162,"In",7
"CV39_8","CV39","Q9UHF4","IL20RA","IL-20RA",1.20692,"In",8
"CV6_9","CV6","Q9UHF4","IL20RA","IL-20RA",1.68064,"In",9
"CV38_10","CV38","Q9UHF4","IL20RA","IL-20RA",1.66775,"In",10
"CV4_11","CV4","Q9UHF4","IL20RA","IL-20RA",1.42796,"In",11
"C195_12","C195","Q9UHF4","IL20RA","IL-20RA",0.90761,"In",12
"CV1_13","CV1","Q9UHF4","IL20RA","IL-20RA",1.33842,"In",13
"C237_14","C237","Q9UHF4","IL20RA","IL-20RA",1.65007,"In",14
"CV2_15","CV2","Q9UHF4","IL20RA","IL-20RA",1.43877,"In",15
"C189_16","C189","Q9UHF4","IL20RA","IL-20RA",1.38477,"In",16
"CV42_17","CV42","Q9UHF4","IL20RA","IL-20RA",1.72424,"In",17
"CV79_18","CV79","Q9UHF4","IL20RA","IL-20RA",1.71335,"In",18
"CV3_19","CV3","Q9UHF4","IL20RA","IL-20RA",1.35111,"In",19
"CV36_20","CV36","Q9UHF4","IL20RA","IL-20RA",2.03758,"In",20
"CV55_21","CV55","Q9UHF4","IL20RA","IL-20RA",1.21617,"In",21
"C246_22","C246","Q9UHF4","IL20RA","IL-20RA",1.19789,"In",22
"CV30_23","CV30","Q9UHF4","IL20RA","IL-20RA",1.30858,"In",23
"CV19_24","CV19","Q9UHF4","IL20RA","IL-20RA",1.40492,"In",24
"CV13_25","CV13","Q9UHF4","IL20RA","IL-20RA",1.55305,"In",25
"C137_26","C137","Q9UHF4","IL20RA","IL-20RA",1.09155,"In",26
"CV47_27","CV47","Q9UHF4","IL20RA","IL-20RA",1.5315,"In",27
"CV29_28","CV29","Q9UHF4","IL20RA","IL-20RA",1.78964,"In",28
"CV14_29","CV14","Q9UHF4","IL20RA","IL-20RA",1.24422,"In",29
"CV56_30","CV56","Q9UHF4","IL20RA","IL-20RA",1.7625,"In",30
"CV82_31","CV82","Q9UHF4","IL20RA","IL-20RA",1.29191,"In",31
"CV23_32","CV23","Q9UHF4","IL20RA","IL-20RA",1.27274,"In",32
"CV37_33","CV37","Q9UHF4","IL20RA","IL-20RA",2.07076,"In",33
"CV34_34","CV34","Q9UHF4","IL20RA","IL-20RA",1.69772,"In",34
"CV58_35","CV58","Q9UHF4","IL20RA","IL-20RA",1.83938,"In",35
"CV22_36","CV22","Q9UHF4","IL20RA","IL-20RA",1.66396,"In",36
"CV65_37","CV65","Q9UHF4","IL20RA","IL-20RA",1.34703,"In",37
"CV79_38","CV79","Q9UHF4","IL20RA","IL-20RA",1.37695,"In",38
"CV1_39","CV1","Q9UHF4","IL20RA","IL-20RA",1.32711,"In",39
"CV51_40","CV51","Q9UHF4","IL20RA","IL-20RA",1.20015,"In",40
"CV42_41","CV42","Q9UHF4","IL20RA","IL-20RA",1.68562,"In",41
"CV19_42","CV19","Q9UHF4","IL20RA","IL-20RA",1.43251,"In",42
"CV70_43","CV70","Q9UHF4","IL20RA","IL-20RA",1.48832,"In",43
"C78_44","C78","Q9UHF4","IL20RA","IL-20RA",2.02711,"In",44
"CV10_45","CV10","Q9UHF4","IL20RA","IL-20RA",1.37911,"In",45
"CV8_46","CV8","Q9UHF4","IL20RA","IL-20RA",1.13856,"In",46
"CV60_47","CV60","Q9UHF4","IL20RA","IL-20RA",1.75978,"In",47
"CV35_48","CV35","Q9UHF4","IL20RA","IL-20RA",1.81538,"In",48
"CV48_49","CV48","Q9UHF4","IL20RA","IL-20RA",1.85395,"In",49
"CV76_50","CV76","Q9UHF4","IL20RA","IL-20RA",1.48328,"In",50
"CV12_51","CV12","Q9UHF4","IL20RA","IL-20RA",1.70147,"In",51
"C58_52","C58","Q9UHF4","IL20RA","IL-20RA",1.4124,"In",52
"CV53_53","CV53","Q9UHF4","IL20RA","IL-20RA",1.87959,"In",53
"CV50_54","CV50","Q9UHF4","IL20RA","IL-20RA",1.24081,"In",54
"CV32_56","CV32","Q9UHF4","IL20RA","IL-20RA",1.9108,"In",56
"C197_57","C197","Q9UHF4","IL20RA","IL-20RA",1.2107,"In",57
"CV18_58","CV18","Q9UHF4","IL20RA","IL-20RA",1.15694,"In",58
